customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,churn
CUST-001227,70,15.0,1019.54,Month-to-month,No,No,Credit card,0
CUST-001228,11,24.17,296.5,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001229,20,124.21,2616.23,Month-to-month,No,Yes,Credit card,1
CUST-001230,59,33.58,2109.26,Two year,Fiber optic,No,Electronic check,0
CUST-001231,52,83.33,4767.41,One year,Fiber optic,No,Credit card,0
CUST-001232,69,44.39,3127.15,Month-to-month,DSL,No,Mailed check,0
CUST-001233,53,67.39,3490.1,Month-to-month,DSL,Yes,Mailed check,1
CUST-001234,45,46.0,1995.71,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-001235,24,81.85,2219.9,Month-to-month,No,No,Credit card,0
CUST-001236,0,69.1,74.53,Month-to-month,DSL,Yes,Mailed check,1
CUST-001237,8,51.55,484.55,One year,No,Yes,Mailed check,1
CUST-001238,21,33.49,739.09,Month-to-month,Fiber optic,No,Credit card,1
CUST-001239,2,73.03,228.03,Two year,Fiber optic,Yes,Credit card,0
CUST-001240,36,28.62,1127.95,Month-to-month,No,No,Bank transfer,0
CUST-001241,55,77.82,4223.51,One year,No,No,Electronic check,0
CUST-001242,69,143.79,10080.61,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-001243,35,105.51,3588.1,Month-to-month,DSL,No,Bank transfer,0
CUST-001244,63,86.55,5503.48,Two year,DSL,Yes,Bank transfer,0
CUST-001245,70,62.43,4774.92,One year,DSL,Yes,Electronic check,0
CUST-001246,61,15.0,980.15,Month-to-month,Fiber optic,No,Credit card,1
CUST-001247,33,25.33,867.08,Month-to-month,DSL,No,Bank transfer,0
CUST-001248,23,103.48,2149.16,One year,Fiber optic,No,Electronic check,0
CUST-001249,70,41.31,2836.65,Two year,DSL,No,Mailed check,0
CUST-001250,17,44.02,796.46,One year,Fiber optic,No,Mailed check,1
CUST-001251,29,60.03,1781.47,Month-to-month,Fiber optic,No,Credit card,1
CUST-001252,5,33.14,199.16,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001253,57,28.2,1655.26,Month-to-month,Fiber optic,No,Credit card,0
CUST-001254,46,63.49,2904.21,Month-to-month,No,No,Bank transfer,0
CUST-001255,6,38.25,267.68,One year,No,Yes,Mailed check,0
CUST-001256,15,42.77,679.2,One year,Fiber optic,No,Mailed check,0
CUST-001257,39,41.56,1604.11,Month-to-month,DSL,No,Credit card,0
CUST-001258,38,80.67,3436.61,One year,No,Yes,Mailed check,0
CUST-001259,57,58.04,3285.91,One year,No,No,Bank transfer,0
CUST-001260,19,59.64,1058.41,One year,No,No,Electronic check,1
CUST-001261,66,82.91,6050.15,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-001262,32,60.74,1919.57,Month-to-month,DSL,No,Bank transfer,0
CUST-001263,59,56.65,3552.09,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001264,17,79.11,1375.56,Month-to-month,Fiber optic,No,Credit card,1
CUST-001265,2,85.05,262.4,Month-to-month,DSL,No,Electronic check,0
CUST-001266,3,60.59,241.77,Month-to-month,Fiber optic,No,Credit card,0
CUST-001267,26,67.42,1911.34,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001268,68,41.55,2836.06,Month-to-month,DSL,No,Mailed check,0
CUST-001269,3,39.18,151.58,Two year,Fiber optic,Yes,Bank transfer,1
CUST-001270,26,88.07,2408.57,One year,Fiber optic,Yes,Mailed check,0
CUST-001271,7,78.35,614.8,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001272,67,78.66,4832.87,Two year,DSL,No,Credit card,0
CUST-001273,48,73.43,3489.65,Month-to-month,No,No,Mailed check,0
CUST-001274,54,66.39,4174.96,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-001275,51,85.89,4059.65,Two year,Fiber optic,Yes,Credit card,0
CUST-001276,47,93.05,4520.39,Month-to-month,Fiber optic,Yes,Credit card,1
CUST-001277,55,92.34,5108.06,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001278,0,61.98,67.67,Month-to-month,Fiber optic,Yes,Bank transfer,1
CUST-001279,62,106.61,6343.31,Month-to-month,DSL,No,Credit card,0
CUST-001280,53,71.85,3899.76,One year,No,No,Credit card,0
CUST-001281,53,83.97,4690.03,Month-to-month,DSL,No,Credit card,0
CUST-001282,28,73.46,2111.32,Month-to-month,No,No,Electronic check,0
CUST-001283,57,72.41,4038.61,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-001284,27,42.93,1200.63,Month-to-month,DSL,No,Credit card,0
CUST-001285,3,86.04,338.84,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001286,65,150.0,9745.41,Two year,DSL,Yes,Electronic check,0
CUST-001287,16,53.76,956.38,One year,No,No,Electronic check,0
CUST-001288,7,67.13,547.86,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001289,44,51.61,2386.7,One year,Fiber optic,Yes,Credit card,0
CUST-001290,16,50.36,870.25,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001291,61,111.33,7233.96,Month-to-month,No,Yes,Bank transfer,0
CUST-001292,31,44.81,1527.46,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-001293,0,50.78,50.05,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-001294,68,17.38,1248.01,One year,Fiber optic,No,Electronic check,0
CUST-001295,37,42.27,1502.22,Two year,DSL,No,Electronic check,0
CUST-001296,18,15.0,252.89,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001297,48,83.95,4489.42,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001298,38,148.99,5713.79,One year,No,No,Credit card,1
CUST-001299,2,54.0,164.04,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001300,54,15.0,774.46,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001301,28,92.0,2498.4,Two year,Fiber optic,No,Bank transfer,0
CUST-001302,50,43.19,2124.28,Two year,Fiber optic,No,Mailed check,0
CUST-001303,64,103.98,6975.99,Two year,Fiber optic,No,Credit card,0
CUST-001304,43,56.54,2423.47,Month-to-month,No,Yes,Mailed check,0
CUST-001305,48,46.05,2218.35,Month-to-month,DSL,No,Electronic check,0
CUST-001306,18,59.66,1091.37,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-001307,17,87.73,1671.25,Two year,No,No,Electronic check,1
CUST-001308,29,58.18,1821.11,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001309,61,50.1,3030.9,Month-to-month,DSL,Yes,Electronic check,0
CUST-001310,37,59.04,2320.07,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001311,25,26.84,689.39,One year,DSL,No,Electronic check,0
CUST-001312,56,76.91,4309.93,One year,DSL,No,Bank transfer,0
CUST-001313,61,15.0,927.69,One year,Fiber optic,No,Electronic check,0
CUST-001314,64,51.68,3466.99,Month-to-month,No,No,Bank transfer,0
CUST-001315,21,87.78,1845.04,One year,DSL,Yes,Electronic check,0
CUST-001316,51,74.09,3949.54,Month-to-month,No,No,Credit card,0
CUST-001317,42,82.71,4000.69,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001318,32,63.05,2099.65,Month-to-month,No,No,Mailed check,0
CUST-001319,28,100.09,2907.86,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001320,8,92.74,831.16,Month-to-month,No,No,Credit card,1
CUST-001321,19,78.38,1605.17,Two year,No,Yes,Credit card,0
CUST-001322,39,92.83,3414.08,Month-to-month,No,No,Mailed check,0
CUST-001323,63,87.51,6077.19,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001324,62,51.82,3424.56,One year,DSL,No,Mailed check,0
CUST-001325,13,24.68,334.43,One year,Fiber optic,Yes,Electronic check,0
CUST-001326,48,77.61,3808.93,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001327,6,81.38,553.8,One year,DSL,No,Credit card,0
CUST-001328,48,97.71,4859.63,Month-to-month,No,Yes,Mailed check,0
CUST-001329,24,36.91,925.59,Month-to-month,DSL,Yes,Mailed check,0
CUST-001330,32,37.81,1261.9,One year,No,No,Electronic check,0
CUST-001331,51,78.8,3886.77,One year,Fiber optic,Yes,Mailed check,0
CUST-001332,30,62.86,1901.89,Month-to-month,No,No,Electronic check,0
CUST-001333,58,15.0,935.71,Month-to-month,No,No,Mailed check,1
CUST-001334,38,76.25,2894.51,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001335,71,15.0,937.25,Month-to-month,Fiber optic,No,Credit card,0
CUST-001336,45,36.64,1672.85,Two year,DSL,No,Bank transfer,0
CUST-001337,21,105.55,2602.1,Month-to-month,No,Yes,Mailed check,0
CUST-001338,55,119.75,6990.42,Two year,No,No,Bank transfer,0
CUST-001339,29,28.53,830.91,Month-to-month,DSL,Yes,Credit card,0
CUST-001340,38,55.12,2144.17,Two year,DSL,Yes,Electronic check,0
CUST-001341,9,66.28,685.32,Month-to-month,Fiber optic,Yes,Mailed check,1
CUST-001342,8,118.44,972.33,Month-to-month,DSL,No,Bank transfer,1
CUST-001343,41,50.21,2018.71,Month-to-month,No,Yes,Electronic check,0
CUST-001344,13,50.69,723.84,Month-to-month,DSL,Yes,Bank transfer,0
CUST-001345,71,111.46,8665.05,Two year,No,No,Electronic check,0
CUST-001346,61,53.76,3259.68,One year,No,Yes,Credit card,0
CUST-001347,50,86.67,4766.28,One year,No,No,Credit card,0
CUST-001348,52,20.69,1054.99,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001349,42,59.86,2138.38,One year,DSL,No,Bank transfer,0
CUST-001350,4,15.21,78.89,One year,No,Yes,Electronic check,1
CUST-001351,28,33.34,992.89,Two year,Fiber optic,Yes,Bank transfer,0
CUST-001352,35,90.18,3365.83,One year,No,No,Bank transfer,0
CUST-001353,65,63.5,4337.27,One year,Fiber optic,No,Credit card,0
CUST-001354,15,55.43,895.33,Month-to-month,DSL,Yes,Electronic check,1
CUST-001355,35,42.54,1511.53,Two year,No,No,Bank transfer,0
CUST-001356,24,58.38,1443.4,Month-to-month,No,No,Credit card,1
CUST-001357,9,74.03,723.29,Month-to-month,DSL,Yes,Electronic check,0
CUST-001358,7,94.49,740.77,Two year,Fiber optic,No,Mailed check,0
CUST-001359,26,15.0,368.33,Month-to-month,DSL,No,Bank transfer,1
CUST-001360,5,40.05,225.69,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001361,4,69.77,346.01,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001362,25,62.03,1432.17,Month-to-month,Fiber optic,No,Credit card,1
CUST-001363,14,77.1,1040.41,Two year,DSL,No,Bank transfer,0
CUST-001364,39,73.03,2872.23,Two year,DSL,No,Electronic check,0
CUST-001365,1,55.85,110.99,Month-to-month,Fiber optic,No,Credit card,1
CUST-001366,21,49.19,1065.32,Two year,DSL,No,Bank transfer,0
CUST-001367,32,57.63,1675.63,One year,Fiber optic,No,Mailed check,0
CUST-001368,69,99.46,7502.78,Two year,Fiber optic,Yes,Credit card,0
CUST-001369,45,43.04,1837.65,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001370,63,63.12,3874.17,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001371,24,70.5,1651.31,Month-to-month,DSL,Yes,Bank transfer,0
CUST-001372,32,111.81,3929.4,Month-to-month,DSL,No,Electronic check,0
CUST-001373,30,55.99,1772.29,One year,No,No,Electronic check,0
CUST-001374,63,93.76,5858.91,Month-to-month,No,No,Electronic check,0
CUST-001375,69,101.96,6943.15,Month-to-month,No,No,Mailed check,0
CUST-001376,69,63.09,4455.77,One year,No,Yes,Electronic check,0
CUST-001377,54,58.68,3026.16,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001378,36,55.13,2078.58,Month-to-month,No,Yes,Credit card,0
CUST-001379,38,57.33,2174.36,One year,Fiber optic,No,Mailed check,1
CUST-001380,70,90.63,6601.71,Two year,Fiber optic,No,Electronic check,0
CUST-001381,20,71.93,1547.22,Month-to-month,No,No,Electronic check,0
CUST-001382,24,72.06,1748.0,Two year,Fiber optic,Yes,Electronic check,0
CUST-001383,64,31.24,1822.38,Two year,Fiber optic,No,Bank transfer,0
CUST-001384,27,35.98,994.88,One year,Fiber optic,No,Mailed check,0
CUST-001385,16,129.3,2038.85,Month-to-month,DSL,No,Mailed check,1
CUST-001386,40,59.67,2455.89,One year,Fiber optic,Yes,Credit card,0
CUST-001387,23,41.76,989.31,Two year,No,Yes,Mailed check,0
CUST-001388,64,107.93,6809.39,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001389,65,73.45,4533.94,Two year,DSL,No,Credit card,0
CUST-001390,22,82.34,2006.31,Two year,Fiber optic,No,Electronic check,0
CUST-001391,38,60.86,2319.64,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001392,70,55.44,4399.39,One year,Fiber optic,No,Electronic check,0
CUST-001393,53,59.91,3240.92,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001394,15,23.52,382.9,One year,Fiber optic,Yes,Credit card,0
CUST-001395,42,62.36,2686.83,Two year,Fiber optic,Yes,Credit card,0
CUST-001396,44,73.88,3381.42,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-001397,47,120.51,6100.71,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001398,1,67.58,142.62,Month-to-month,Fiber optic,No,Credit card,1
CUST-001399,21,15.0,300.85,Two year,Fiber optic,No,Credit card,0
CUST-001400,61,62.18,4020.09,Month-to-month,DSL,No,Mailed check,0
CUST-001401,17,147.19,2715.19,Two year,Fiber optic,No,Bank transfer,1
CUST-001402,21,90.99,2005.39,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001403,23,40.67,1059.75,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001404,12,82.73,1169.79,Two year,No,Yes,Mailed check,0
CUST-001405,11,42.74,536.07,One year,DSL,Yes,Mailed check,0
CUST-001406,24,24.39,593.08,Month-to-month,No,No,Mailed check,0
CUST-001407,62,54.55,3231.68,Month-to-month,DSL,No,Mailed check,0
CUST-001408,0,67.75,70.3,Month-to-month,Fiber optic,No,Credit card,1
CUST-001409,20,15.0,336.41,Month-to-month,No,No,Credit card,1
CUST-001410,4,30.53,137.14,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001411,40,65.31,2823.15,One year,No,No,Electronic check,0
CUST-001412,18,52.75,989.57,Month-to-month,No,Yes,Mailed check,0
CUST-001413,57,76.84,4053.84,Month-to-month,DSL,No,Credit card,0
CUST-001414,42,28.56,1256.9,Month-to-month,No,No,Bank transfer,1
CUST-001415,56,86.42,5150.12,Month-to-month,No,Yes,Credit card,0
CUST-001416,45,29.49,1332.58,Two year,Fiber optic,No,Bank transfer,0
CUST-001417,31,114.28,3463.69,Month-to-month,DSL,No,Bank transfer,0
CUST-001418,61,15.0,1009.61,Month-to-month,DSL,No,Bank transfer,0
CUST-001419,34,32.22,1090.11,One year,No,Yes,Electronic check,0
CUST-001420,68,77.52,5659.06,Two year,No,No,Electronic check,0
CUST-001421,71,114.93,7648.74,One year,No,No,Bank transfer,0
CUST-001422,42,74.45,3268.0,Two year,Fiber optic,Yes,Mailed check,0
CUST-001423,48,81.89,4090.14,Two year,DSL,No,Bank transfer,0
CUST-001424,18,65.53,1299.37,One year,Fiber optic,No,Mailed check,0
CUST-001425,58,34.21,2168.94,Two year,Fiber optic,No,Electronic check,0
CUST-001426,48,50.3,2364.24,Month-to-month,DSL,No,Bank transfer,0
CUST-001427,64,28.64,1910.25,Two year,DSL,No,Credit card,0
CUST-001428,19,26.64,496.37,Two year,DSL,No,Mailed check,1
CUST-001429,56,77.05,4089.4,Two year,DSL,No,Electronic check,1
CUST-001430,33,31.3,1033.58,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001431,13,74.59,1065.58,One year,Fiber optic,No,Credit card,1
CUST-001432,12,25.95,365.57,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001433,40,73.89,3311.14,One year,Fiber optic,No,Electronic check,0
CUST-001434,23,50.34,1186.71,Month-to-month,No,No,Credit card,1
CUST-001435,7,107.2,870.69,One year,Fiber optic,No,Electronic check,1
CUST-001436,30,74.71,2425.26,One year,Fiber optic,No,Electronic check,0
CUST-001437,47,102.07,5087.03,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001438,22,42.33,965.35,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001439,68,66.68,4618.73,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001440,56,35.57,2016.17,One year,Fiber optic,No,Electronic check,0
CUST-001441,36,52.59,1925.62,One year,Fiber optic,No,Electronic check,0
CUST-001442,67,57.14,3818.98,One year,Fiber optic,Yes,Electronic check,0
CUST-001443,31,43.22,1374.9,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-001444,10,28.53,307.52,Two year,DSL,No,Mailed check,0
CUST-001445,2,22.59,63.94,One year,Fiber optic,No,Credit card,0
CUST-001446,67,15.0,1063.99,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-001447,69,33.31,2391.86,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001448,53,83.82,4951.26,Month-to-month,Fiber optic,No,Credit card,1
CUST-001449,7,17.05,138.88,Month-to-month,DSL,Yes,Bank transfer,0
CUST-001450,21,23.96,516.05,Month-to-month,DSL,No,Credit card,0
CUST-001451,2,118.73,345.02,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-001452,3,45.91,184.06,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001453,17,74.63,1380.5,Month-to-month,DSL,No,Bank transfer,1
CUST-001454,41,84.27,3496.01,Month-to-month,DSL,No,Electronic check,0
CUST-001455,4,84.88,393.18,Two year,DSL,No,Mailed check,0
CUST-001456,70,19.33,1321.76,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-001457,32,58.07,1917.98,Month-to-month,DSL,No,Mailed check,0
CUST-001458,18,16.45,324.18,One year,Fiber optic,No,Credit card,1
CUST-001459,37,138.39,4868.12,Month-to-month,Fiber optic,No,Credit card,0
CUST-001460,56,17.15,990.72,Month-to-month,No,Yes,Mailed check,0
CUST-001461,22,33.56,780.53,Month-to-month,Fiber optic,No,Credit card,0
CUST-001462,3,33.78,132.08,Month-to-month,DSL,Yes,Electronic check,1
CUST-001463,3,20.1,78.04,One year,Fiber optic,No,Credit card,1
CUST-001464,61,105.58,6304.83,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001465,8,137.67,1247.78,Month-to-month,DSL,No,Bank transfer,1
CUST-001466,45,50.73,2464.94,One year,No,Yes,Bank transfer,0
CUST-001467,27,25.39,753.42,Two year,Fiber optic,Yes,Credit card,0
CUST-001468,55,15.0,792.79,Month-to-month,DSL,Yes,Bank transfer,0
CUST-001469,4,57.68,285.69,Month-to-month,DSL,No,Credit card,0
CUST-001470,64,55.51,3212.37,Month-to-month,No,No,Bank transfer,0
CUST-001471,50,45.46,2331.17,One year,No,No,Mailed check,0
CUST-001472,32,71.64,2434.81,One year,No,Yes,Electronic check,0
CUST-001473,14,76.86,1243.38,One year,DSL,Yes,Credit card,0
CUST-001474,70,74.69,4829.47,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001475,21,55.52,1154.91,Month-to-month,DSL,No,Electronic check,1
CUST-001476,35,31.95,1158.54,Two year,Fiber optic,No,Electronic check,0
CUST-001477,28,84.97,2264.87,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-001478,16,65.38,1120.95,Two year,No,Yes,Electronic check,1
CUST-001479,29,91.65,2835.17,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001480,10,88.7,913.22,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001481,0,22.35,22.5,Month-to-month,DSL,No,Mailed check,0
CUST-001482,20,21.97,433.47,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-001483,8,42.33,407.21,Two year,DSL,Yes,Mailed check,0
CUST-001484,29,33.31,1009.69,Month-to-month,No,No,Electronic check,0
CUST-001485,62,87.66,5345.69,One year,DSL,Yes,Bank transfer,0
CUST-001486,11,75.54,850.35,One year,Fiber optic,No,Mailed check,1
CUST-001487,0,97.98,99.88,Two year,DSL,Yes,Bank transfer,1
CUST-001488,7,76.89,656.92,One year,Fiber optic,No,Electronic check,1
CUST-001489,36,71.26,2534.89,Two year,DSL,Yes,Credit card,0
CUST-001490,19,100.99,1975.44,Two year,Fiber optic,No,Bank transfer,0
CUST-001491,35,79.09,2740.23,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-001492,2,67.04,216.77,Two year,Fiber optic,Yes,Mailed check,0
CUST-001493,23,109.41,2375.33,Two year,No,No,Mailed check,0
CUST-001494,29,68.46,2185.67,Month-to-month,DSL,Yes,Credit card,0
CUST-001495,31,55.87,1754.11,One year,Fiber optic,Yes,Bank transfer,0
CUST-001496,39,39.87,1588.9,Month-to-month,No,Yes,Mailed check,0
CUST-001497,56,86.09,4823.6,One year,DSL,No,Bank transfer,0
CUST-001498,33,102.11,3513.38,Month-to-month,No,No,Electronic check,0
CUST-001499,60,63.48,3731.12,One year,No,No,Credit card,0
CUST-001500,38,104.24,4280.39,Month-to-month,No,No,Bank transfer,1
CUST-001501,18,15.0,300.66,One year,Fiber optic,No,Mailed check,0
CUST-001502,16,63.34,1023.78,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-001503,23,63.8,1582.23,One year,Fiber optic,No,Electronic check,0
CUST-001504,43,43.19,1866.49,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001505,17,136.52,2463.63,One year,No,No,Credit card,0
CUST-001506,65,63.01,4476.09,Month-to-month,DSL,Yes,Credit card,0
CUST-001507,34,52.77,1784.64,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001508,62,65.78,4336.05,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001509,49,15.0,767.14,Two year,DSL,No,Bank transfer,0
CUST-001510,24,42.2,1044.86,Month-to-month,Fiber optic,Yes,Bank transfer,1
CUST-001511,16,94.5,1635.96,One year,Fiber optic,No,Mailed check,0
CUST-001512,53,46.13,2522.05,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001513,23,40.13,907.42,One year,No,No,Mailed check,0
CUST-001514,17,104.29,1820.2,Month-to-month,Fiber optic,No,Credit card,0
CUST-001515,66,105.21,6680.52,Month-to-month,No,No,Credit card,0
CUST-001516,34,80.51,2778.87,Month-to-month,Fiber optic,No,Credit card,1
CUST-001517,3,51.35,219.2,Month-to-month,No,Yes,Mailed check,0
CUST-001518,35,57.82,2141.84,Month-to-month,DSL,No,Bank transfer,1
CUST-001519,33,40.88,1290.22,Month-to-month,Fiber optic,No,Electronic check,1
CUST-001520,62,35.16,2184.6,Month-to-month,No,Yes,Credit card,1
CUST-001521,51,33.67,1771.16,Two year,DSL,No,Credit card,0
CUST-001522,13,46.46,674.62,Month-to-month,Fiber optic,No,Credit card,1
CUST-001523,10,33.96,361.39,Two year,Fiber optic,No,Electronic check,0
CUST-001524,43,18.09,746.67,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001525,3,71.58,285.52,Month-to-month,No,No,Mailed check,1
CUST-001526,22,72.04,1704.01,Month-to-month,Fiber optic,Yes,Credit card,1
CUST-001527,9,116.02,1173.86,Month-to-month,No,No,Bank transfer,1
CUST-001528,1,44.95,85.92,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001529,66,73.88,5384.44,Two year,Fiber optic,No,Mailed check,0
CUST-001530,6,74.38,518.1,One year,No,Yes,Electronic check,0
CUST-001531,0,57.38,57.94,One year,Fiber optic,Yes,Bank transfer,1
CUST-001532,67,87.33,5741.89,Month-to-month,DSL,No,Bank transfer,0
CUST-001533,13,88.26,1303.96,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001534,58,74.82,4540.74,One year,Fiber optic,No,Bank transfer,0
CUST-001535,2,57.33,174.7,Month-to-month,Fiber optic,No,Mailed check,1
CUST-001536,11,54.27,613.79,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001537,7,23.97,202.23,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001538,50,40.82,2160.74,Month-to-month,No,No,Credit card,0
CUST-001539,44,46.34,2191.11,One year,DSL,No,Credit card,0
CUST-001540,34,31.28,1096.86,Month-to-month,Fiber optic,Yes,Mailed check,1
CUST-001541,17,78.2,1402.29,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001542,6,100.9,699.86,Two year,DSL,No,Bank transfer,0
CUST-001543,40,37.76,1724.49,Two year,Fiber optic,Yes,Credit card,0
CUST-001544,16,73.5,1215.66,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-001545,42,33.98,1374.34,Month-to-month,No,Yes,Mailed check,0
CUST-001546,49,55.85,2740.5,One year,Fiber optic,No,Bank transfer,0
CUST-001547,61,44.29,2672.79,Month-to-month,DSL,Yes,Mailed check,0
CUST-001548,35,83.06,3178.4,Month-to-month,Fiber optic,No,Credit card,0
CUST-001549,0,44.64,41.61,Month-to-month,No,No,Bank transfer,0
CUST-001550,20,95.35,1946.15,Month-to-month,Fiber optic,Yes,Bank transfer,1
CUST-001551,61,57.63,3607.0,Two year,DSL,No,Mailed check,0
CUST-001552,38,45.51,1887.52,One year,No,No,Electronic check,0
CUST-001553,44,27.4,1277.0,Two year,DSL,No,Bank transfer,0
CUST-001554,32,72.6,2589.6,One year,DSL,No,Mailed check,0
CUST-001555,11,91.86,1121.34,One year,Fiber optic,No,Credit card,1
CUST-001556,64,73.2,4709.54,One year,Fiber optic,No,Electronic check,0
CUST-001557,55,132.16,7717.85,One year,No,No,Credit card,0
CUST-001558,71,107.89,7237.31,Month-to-month,DSL,No,Credit card,0
CUST-001559,61,55.77,3162.36,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001560,20,55.46,1221.49,Month-to-month,Fiber optic,No,Credit card,1
CUST-001561,18,79.09,1518.55,Month-to-month,No,No,Bank transfer,1
CUST-001562,17,39.86,752.05,Month-to-month,No,No,Electronic check,0
CUST-001563,66,99.99,6413.73,Month-to-month,Fiber optic,No,Mailed check,0
CUST-001564,40,75.85,3309.54,One year,DSL,Yes,Credit card,0
CUST-001565,32,72.69,2479.3,Month-to-month,DSL,No,Credit card,0
CUST-001566,69,85.61,5983.28,Month-to-month,No,No,Electronic check,0
CUST-001567,43,116.68,5187.36,Month-to-month,Fiber optic,No,Electronic check,0
CUST-001568,65,70.13,4708.78,Month-to-month,Fiber optic,No,Credit card,0
CUST-001569,70,61.61,4186.85,Two year,No,No,Electronic check,0
CUST-001570,5,110.26,648.83,Month-to-month,No,No,Credit card,0
CUST-001571,26,94.03,2580.75,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-001572,52,55.37,2872.26,Month-to-month,No,No,Credit card,0
CUST-001573,58,65.16,3561.74,Two year,DSL,No,Electronic check,0
CUST-001574,10,70.86,790.97,One year,Fiber optic,Yes,Mailed check,1
CUST-001575,22,75.85,1817.58,Month-to-month,No,No,Bank transfer,0
CUST-001576,39,24.3,1024.02,Month-to-month,DSL,No,Electronic check,0
CUST-001577,57,18.73,1114.98,One year,DSL,No,Electronic check,0
CUST-001578,8,38.38,359.54,Two year,Fiber optic,No,Bank transfer,0
CUST-001579,43,36.06,1664.88,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-001580,21,45.69,1009.08,Month-to-month,DSL,No,Credit card,1
CUST-001581,15,84.04,1202.2,Month-to-month,DSL,No,Bank transfer,1
CUST-001582,37,59.93,2409.49,Month-to-month,DSL,No,Bank transfer,1
CUST-001583,29,70.89,2031.76,One year,DSL,No,Bank transfer,0
CUST-001584,45,28.27,1226.93,Two year,No,No,Bank transfer,0
CUST-001585,22,51.15,1111.56,Two year,Fiber optic,No,Credit card,0
CUST-001586,59,82.62,5572.87,One year,Fiber optic,No,Electronic check,0
